[offltest_0_0]
REGRESSION: test_0_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546300800, test_0_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_0_0@example.com/
ACTIVITY: test_2_4: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, 1546732800, PatchKind(None)
ACTIVITY: test_2_7: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, 1546992000, PatchKind(None)
ACTIVITY: test_2_9: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, 1547164800, PatchKind(None)
ACTIVITY: test_2_12_1: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_1@example.com/, 1547510400, PatchKind(DIFF)
ACTIVITY: [PATCH v2] test_2_12_2: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_2@example.com/, 1547596800, PatchKind(DIFF|SUBJECT)
ACTIVITY: test_2_12_3: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_3@example.com/, 1547683200, PatchKind(DIFF|SUBJECT|SIGNEDOFF)
ACTIVITY: test_2_13_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_13_0@example.com/, 1547769600, PatchKind(None)
HISTORY: test_2_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_2_0_1: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, relatebrief: https://www.kernel.org/releases.html Linktitle
HISTORY: test_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, relatebrief: https://www.kernel.org/releases.html Updated linktitle
HISTORY: test_2_2: Lorem ipsum dolor sit amet, 1546560000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, unrelate: https://www.kernel.org/releases.html
HISTORY: test_2_3: refer to this regression on another mainling list, 1546646400, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com/, note: https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com test_2_3: refer to this regression on another mainling list [implicit due to link]
HISTORY: test_2_4: Lorem ipsum dolor sit amet, 1546732800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_6: reply to the thread now monitored with a regzbot command, 1546905600, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_6@example.com/, summary: new title set via a monitored thread
HISTORY: test_2_7: Lorem ipsum dolor sit amet, 1546992000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, unrelate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_9: refer to this regression on another mainling list, 1547164800, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag]
HISTORY: test_2_13_0: Lorem ipsum dolor sit amet, 1547769600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_13_0@example.com/, introduced: 23bde5c338c7d028609c1af64173853fb1b84018
HISTORY: test_2_13_1: Lorem ipsum dolor sit amet, 1547856000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_13_1@example.com/, note: "test_2_13_1: Lorem ipsum dolor sit amet" contains a 'Fixes:' tag for the culprit of this regression
LATEST: test_2_13_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_13_0@example.com/, 1547769600, PatchKind(None)

[offltest_2_14]
REGRESSION: new title set via a monitored thread, 23bde5c338c7 (None), https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=23bde5c338c7d028609c1af64173853fb1b84018, mainline, master, indevelopment: culprit indentified
INITIAL_REPORT: 1546300800, test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/
LINK: test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag], https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ [monitored]
ACTIVITY: test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: test_2_0_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, 1546473600, PatchKind(None)
ACTIVITY: test_2_2: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, 1546560000, PatchKind(None)
ACTIVITY: test_2_4: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, 1546732800, PatchKind(None)
ACTIVITY: test_2_7: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, 1546992000, PatchKind(None)
ACTIVITY: test_2_9: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, 1547164800, PatchKind(None)
ACTIVITY: test_2_12_1: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_1@example.com/, 1547510400, PatchKind(DIFF)
ACTIVITY: [PATCH v2] test_2_12_2: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_2@example.com/, 1547596800, PatchKind(DIFF|SUBJECT)
ACTIVITY: test_2_12_3: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_3@example.com/, 1547683200, PatchKind(DIFF|SUBJECT|SIGNEDOFF)
ACTIVITY: test_2_13_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_13_0@example.com/, 1547769600, PatchKind(None)
HISTORY: test_2_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_2_0_1: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, relatebrief: https://www.kernel.org/releases.html Linktitle
HISTORY: test_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, relatebrief: https://www.kernel.org/releases.html Updated linktitle
HISTORY: test_2_2: Lorem ipsum dolor sit amet, 1546560000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, unrelate: https://www.kernel.org/releases.html
HISTORY: test_2_3: refer to this regression on another mainling list, 1546646400, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com/, note: https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com test_2_3: refer to this regression on another mainling list [implicit due to link]
HISTORY: test_2_4: Lorem ipsum dolor sit amet, 1546732800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_6: reply to the thread now monitored with a regzbot command, 1546905600, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_6@example.com/, summary: new title set via a monitored thread
HISTORY: test_2_7: Lorem ipsum dolor sit amet, 1546992000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, unrelate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_9: refer to this regression on another mainling list, 1547164800, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag]
HISTORY: test_2_13_0: Lorem ipsum dolor sit amet, 1547769600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_13_0@example.com/, introduced: 23bde5c338c7d028609c1af64173853fb1b84018
HISTORY: test_2_13_1: Lorem ipsum dolor sit amet, 1547856000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_13_1@example.com/, note: "test_2_13_1: Lorem ipsum dolor sit amet" contains a 'Fixes:' tag for the culprit of this regression
LATEST: test_2_13_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_13_0@example.com/, 1547769600, PatchKind(None)
REGRESSION: test_2_14_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1547942400, test_2_14_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_0@example.com/
LINK: test_2_14_2: refer to this regression on another mainling list [implicit due to Link/Closes tag], https://lore.kernel.org/regressions/regzbot-testing-test_2_14_2@example.com/ [monitored]
ACTIVITY: test_2_14_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_0@example.com/, 1547942400, PatchKind(None)
ACTIVITY: test_2_14_2: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_2@example.com/, 1548115200, PatchKind(None)
HISTORY: test_2_14_0: Lorem ipsum dolor sit amet, 1547942400, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_2_14_2: refer to this regression on another mainling list, 1548115200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_2@example.com/, relate: https://lore.kernel.org/regressions/regzbot-testing-test_2_14_2@example.com/ test_2_14_2: refer to this regression on another mainling list [implicit due to Link/Closes tag]
LATEST: test_2_14_2: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_2@example.com/, 1548115200, PatchKind(None)
REGRESSION: test_2_14_1: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1548028800, test_2_14_1: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_1@example.com/
LINK: test_2_14_2: refer to this regression on another mainling list [implicit due to Link/Closes tag], https://lore.kernel.org/regressions/regzbot-testing-test_2_14_2@example.com/ [monitored]
ACTIVITY: test_2_14_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_1@example.com/, 1548028800, PatchKind(None)
ACTIVITY: test_2_14_2: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_2@example.com/, 1548115200, PatchKind(None)
HISTORY: test_2_14_1: Lorem ipsum dolor sit amet, 1548028800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_1@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_2_14_2: refer to this regression on another mainling list, 1548115200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_2@example.com/, relate: https://lore.kernel.org/regressions/regzbot-testing-test_2_14_2@example.com/ test_2_14_2: refer to this regression on another mainling list [implicit due to Link/Closes tag]
LATEST: test_2_14_2: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_2@example.com/, 1548115200, PatchKind(None)

[offltest_2_15]
REGRESSION: new title set via a monitored thread, 23bde5c338c7 (None), https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=23bde5c338c7d028609c1af64173853fb1b84018, mainline, master, indevelopment: culprit indentified
INITIAL_REPORT: 1546300800, test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/
ADDITIONAL_REPORT: 1547942400, test_2_14_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_14_0@example.com/
LINK: test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag], https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ [monitored]
ACTIVITY: test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: test_2_0_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, 1546473600, PatchKind(None)
ACTIVITY: test_2_2: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, 1546560000, PatchKind(None)
ACTIVITY: test_2_4: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, 1546732800, PatchKind(None)
ACTIVITY: test_2_7: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, 1546992000, PatchKind(None)
ACTIVITY: test_2_9: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, 1547164800, PatchKind(None)
ACTIVITY: test_2_12_1: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_1@example.com/, 1547510400, PatchKind(DIFF)
ACTIVITY: [PATCH v2] test_2_12_2: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_2@example.com/, 1547596800, PatchKind(DIFF|SUBJECT)
ACTIVITY: test_2_12_3: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_3@example.com/, 1547683200, PatchKind(DIFF|SUBJECT|SIGNEDOFF)
ACTIVITY: test_2_13_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_13_0@example.com/, 1547769600, PatchKind(None)
ACTIVITY: test_2_15_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_15_0@example.com/, 1548201600, PatchKind(None)
HISTORY: test_2_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_2_0_1: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, relatebrief: https://www.kernel.org/releases.html Linktitle
HISTORY: test_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, relatebrief: https://www.kernel.org/releases.html Updated linktitle
